episode, reward, reward_tard, reward_setup, SSPT, ATCS, MDD, COVERT,Average tardy jobs
973,-71.63,-93.47,-49.8,0,100,0,0,9.7
974,-72.84,-99.49,-46.2,0,100,0,0,11.94
975,-72.41,-91.23,-53.6,0,98,2,0,2.81
976,-81.51,-99.82,-63.2,0,100,0,0,3.86
977,-73.83,-96.25,-51.4,0,100,0,0,3.08
978,-75.54,-99.88,-51.2,0,100,0,0,10.08
979,-71.65,-79.89,-63.4,1,98,1,0,2.68
980,-75.67,-93.74,-57.6,0,100,0,0,2.57
981,-73.87,-98.34,-49.4,0,99,1,0,3.42
982,-75.07,-99.94,-50.2,0,100,0,0,6.68
983,-73.38,-91.35,-55.4,1,98,0,1,2.25
984,-72.17,-90.54,-53.8,0,100,0,0,4.63
985,-74.7,-99.79,-49.6,0,100,0,0,7.78
986,-80.2,-99.79,-60.6,0,100,0,0,2.67
987,-75.17,-99.93,-50.4,0,100,0,0,7.76
988,-73.68,-93.37,-54,0,100,0,0,3.72
989,-72.89,-96.58,-49.2,0,100,0,0,6.14
990,-74.42,-87.65,-61.2,0,100,0,0,3.82
991,-75.45,-99.51,-51.4,0,100,0,0,11.15
992,-76.06,-98.71,-53.4,0,100,0,0,6.51
993,-74.73,-98.07,-51.4,1,96,3,0,5.13
994,-75.73,-95.25,-56.2,0,100,0,0,4.83
995,-74.25,-95.49,-53,1,99,0,0,8.97
996,-80.52,-98.63,-62.4,2,98,0,0,2.31
997,-73.8,-95.81,-51.8,0,100,0,0,9.81
998,-74.4,-92,-56.8,0,100,0,0,2.38
999,-77.38,-99.55,-55.2,0,99,1,0,5.12
1000,-76.37,-99.93,-52.8,0,100,0,0,7.38
